,name,price,region,distillery,bottler,age,ABV,chill_filter,cask_strength,maturation_bourbon,maturation_brandy,maturation_marsala,maturation_oak,maturation_port,maturation_red wine,maturation_rum,maturation_rye,maturation_sauternes,maturation_sherry,maturation_white wine,maturation_wine,token_unified
7387,Pulteney 19 Year Old 1998 - Connoisseurs Choice (Gordon & MacPhail),126.07,Highland Whisky,Pulteney,Gordon & MacPhail,19.0,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['lime', 'thyme_honey', 'mineral_y', 'barley', 'soft', 'cedar', 'salt', 'ham', 'oatcake', 'sweet', 'apple', 'chutney', 'way', 'fizz', 'oak', 'citrus', 'peel']"
7388,Glenfarclas 105 35cl,32.38,Speyside Whisky,Glenfarclas,Glenfarclas,10.0,60.0,,True,,,,,,,,,,,,,"['silken', 'pepper', 'oak', 'almond', 'praline', 'hazelnut', 'peel', 'fruit', 'armagnac', 'rancio', 'great', 'depth', 'sherry', 'cream', 'nutty', 'honey', 'toast', 'coffee', 'long', 'pepper', 'nutty']"
7389,Glen Keith 24 Year Old 1993 - Single Cask (Master of Malt),168.49,Speyside Whisky,Glen Keith,Master of Malt,24.0,54.8,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['soft', 'oak', 'fragrant', 'barley', 'tropical_fruit', 'juice', 'fresh', 'grapefruit', 'grass', 'fresh', 'tang', 'nectarine', 'yellow_plum', 'background', 'tingly', 'peppercorn', 'cassia', 'spice']"
7390,Aultmore 11 Year Old 2006 (59.2%) - Single Cask (Master of Malt),67.6,Speyside Whisky,Aultmore,Master of Malt,11.0,59.2,False,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['texture', 'lot', 'tooth', 'citrus', 'orange', 'lemon', 'meat', 'bass', 'rumble', 'background', 'grass', 'lot', 'new', 'character', 'sweet', 'green_apple', 'emerge', 'meat', 'whiff', 'lick', 'sweet', 'long']"
7391,Ardmore 7 Year Old 2010 (cask 803522) - Copper Monument,51.54,Highland Whisky,Ardmore,Ardmore,7.0,61.4,,,,,,,,,,,,,,,"['oak', 'warmth', 'cinnamon', 'cumin', 'peach', 'spice', 'pineapple', 'bbq_char', 'layer', 'caramel', 'overt', 'sweet', 'cooking_spice', 'heat']"
7392,Inchgower 18 Year Old 1999 (cask 12361) - Old Particular (Douglas Laing),101.56,Speyside Whisky,Inchgower,Douglas Laing,18.0,48.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['juicy', 'berry', 'milk_chocolate', 'lemon', 'poached_pear', 'blueberry_muffin', 'vanilla', 'rich', 'barley', 'oak', 'y', 'shape', 'finish']"
7393,Bowmore 19 Year Old 1997 (cask 2411) (Adelphi),,Islay Whisky,Bowmore,Adelphi,19.0,57.2,,True,,,,,,,,,,,,,"['marmalade', 'raisin', 'cacao_nib', 'mix', 'kick', 'peat', 'core', 'seaweed', 'brown_sugar', 'scoop', 'rum_raisin', 'ice_cream', 'long', 'finish', 'great', 'sense', 'balance', 'sweet', 'smoke']"
7394,Tropical Island Dram 1991 (bottled 2018) - Wemyss Malts (Bunnahabhain),137.37,Islay Whisky,Bunnahabhain,Wemyss Malts,,46.0,,,,,,,,,,,,,,,"['fruit', 'think', 'pineapple', 'kiwi', 'lime', 'balance', 'black_tea', 'lemon', 'butter', 'dill', 'fresh', 'grape', 'oatcake', 'mineral', 'forward', 'finish', 'juxtaposition', 'fresh', 'fruit']"
7395,Aberfeldy 25 Year Old 1993 - Connoisseurs Choice (Gordon & MacPhail),192.63,Highland Whisky,Aberfeldy,Gordon & MacPhail,25.0,58.8,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['oil', 'barley', 'berry', 'caramel', 'lead', 'lacquered', 'oak', 'new_leather', 'dark_chocolate', 'vanilla', 'crackle', 'black_pepper', 'thick', 'unctuous', 'cherry', 'malt', 'linger']"
7396,Bowmore 25 Year Old 1990 - Whisky is Class...ical (Silver Seal),,Islay Whisky,Bowmore,Silver Seal,25.0,49.6,,,,,,,,,,,,,,,"['chew', 'toffee', 'burst', 'rye_bread', 'seaweed', 'lime', 'coriander', 'floral', 'sweet', 'soon', 'kick', 'coastal', 'peat', 'long', 'slightly', 'chocolate']"
7397,Miltonduff 36 Year Old 1981 (cask 5069) (Adelphi),286.64,Speyside Whisky,Miltonduff,Adelphi,36.0,51.8,,True,,,,,,,,,,,,,"['rum_raisin', 'ice_cream', 'butter', 'croissant', 'coffee', 'tobacco', 'brown_sugar', 'apple_turnover', 'quince_jam', 'rye', 'cracker', 'peppercorn', 'slightly', 'grass', 'finish', 'coffee', 'rich']"
7398,Secret Islay 8 Year Old - Lady of the Glen (Hannah Whisky Merchants),115.8,Scotch Whisky,Hannah Whisky Merchants,Hannah Whisky Merchants,8.0,57.8,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['sea_air', 'slightly', 'medicinal_peat', 'sugar', 'sherry', 'bright', 'orchard_fruit', 'salted_butter', 'rye', 'intense', 'burst', 'christmas_cake', 'sweet', 'brine', 'stick', 'finish']"
7399,The Glenlivet Nàdurra Oloroso Batch OL1117,64.72,Speyside Whisky,The Glenlivet,The Glenlivet,,60.3,False,,,,,,,,,,,,,,"['mince', 'pie', 'filling', 'stem_ginger', 'chocolate', 'orange', 'treacle', 'blackberry', 'charred_oak', 'old', 'port', 'cinnamon', 'nutmeg', 'finish']"
7400,Auchroisk 15 Year Old 2001 (cask 12230) - Old Particular (Douglas Laing),64.01,Speyside Whisky,Auchroisk,Douglas Laing,15.0,48.4,,,,,,,,,,,,,,,"['golden_syrup', 'roasted', 'apricot', 'vanilla', 'ice_cream', 'quince', 'jam', 'flaky_pastry', 'brown_sugar', 'mature_oak', 'rich', 'lightly', 'finish']"
7401,Arran 20 Year Old 1996 (cask 1337) - Highland Laird (Bartels Whisky),135.8,Island Whisky,Arran,Highland Laird,20.0,51.3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['christmas', 'spice', 'chocolate', 'orange', 'oily_walnut', 'classic', 'arran', 'tropical_fruit', 'rye_bread', 'vanilla', 'ice_cream', 'chocolate', 'sauce', 'plum', 'lavender', 'raisin', 'sultana', 'drizzle', 'treacle']"
7402,Braeval 15 Year Old 2001 (cask 11562) - Old Particular (Douglas Laing),68.74,Speyside Whisky,Braeval (AKA Braes of Glenlivet),Douglas Laing,15.0,48.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['coffee', 'cinnamon', 'smoke', 'brandy_snap', 'mocha', 'anise', 'forest_floor', 'light', 'red', 'fruit', 'pepper', 'oak']"
7403,Highland Park 12 Year Old 2005 (cask 5019843) - The Octave (Duncan Taylor),,Island Whisky,Highland Park,Duncan Taylor,12.0,51.9,,,,,,,,,,,,,,,"['caramelised_nut', 'salted_caramel', 'tar', 'orange', 'yellow_plum', 'lemon', 'peel', 'waft', 'coastal_air', 'white_pepper', 'beeswax', 'sawdust']"
7404,Glencadam 19 Year Old 1996 (cask 12775)  - Old Malt Cask (Hunter Laing),80.2,Highland Whisky,Glencadam,Hunter Laing,19.0,50.0,,,,,,,,,,,,,,,"['nutmeg', 'mixed', 'red', 'fruit', 'prickle', 'peppercorn', 'fruitcake', 'ground', 'barley', 'vanilla', 'ice_cream', 'jam', 'doughnut', 'oak', 'apple', 'oak', 'bourbon', 'y', 'vanilla']"
7405,Glentauchers 20 Year Old 1996 - Claxton's,102.93,Speyside Whisky,Glentauchers,Claxton's,20.0,51.1,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['grass', 'soon', 'bucket', 'load', 'vanilla', 'rich', 'element', 'butter', 'strawberry_lace', 'grist', 'soon', 'molasse', 'cinnamon', 'flaky_pastry', 'red_chilli', 'lemon', 'tart']"
7406,Laphroaig Cairdeas Ileach Edition (2011),,Islay Whisky,Laphroaig,Laphroaig,,50.5,False,True,,,,,,,,,,,,,"['oil', 'huge', 'peat_smoke', 'cream', 'butter', 'sweet', 'mouth', 'foam_banana', 'sweet', 'chocolate', 'apple_strudel', 'exactly', 'sweet', 'version', 'pungent', 'smell', 'distiller', 'savoury', 'peat_smoke', 'malting', 'seaweed', 'slightly', 'medicinal', 'tone', 'beach', 'slightly', 'dry', 'salt', 'air', 'good', 'level', 'sweet', 'gipsy', 'tart', 'tcp', 'dessert', 'light', 'fruit', 'pear', 'vanilla', 'soot', 'smoke', 'maybe', 'lychee', 'menthol', 'soupcon', 'perfume', 'long', 'big', 'charcoal', 'maybe', 'suggestion', 'mezcal']"
7407,Bunnahabhain 14 Year Old 2002 (cask 3203) - Dimensions (Duncan Taylor),,Islay Whisky,Bunnahabhain,Duncan Taylor,14.0,53.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['thick', 'oloroso', 'clove', 'barley', 'fruit', 'sweet', 'fruit', 'peach', 'star', 'fruit', 'strawberry', 'damson', 'coastal_air', 'underneath', 'salted_butter', 'toasted_teacake']"
7408,Ardmore 8 Year Old 2009 (casks 705799 & 705802) - Un-Chillfiltered Collection (Signatory),46.68,Highland Whisky,Ardmore,Signatory,8.0,46.0,False,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['butter', 'malt', 'smoke', 'spice', 'sultana', 'earth', 'smoke', 'vanilla_pod', 'soft', 'nectarine', 'sweet', 'orange_peel', 'pepper', 'rye']"
7409,Glenfarclas 10 Year Old 35cl,21.93,Speyside Whisky,Glenfarclas,Glenfarclas,10.0,40.0,,,,,,,,,,,,,,,"['winter_spice', 'fruitcake', 'toffee', 'smoke', 'lot', 'sherry', 'juicy', 'honey', 'toffee', 'cream', 'malt', 'barley', 'long', 'fruit', 'oak']"
7410,Benrinnes 28 Year Old 1988 (cask 140001) - Mission Gold (Murray McDavid),257.98,Speyside Whisky,Benrinnes,Murray McDavid,28.0,50.4,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['butter', 'plenty', 'rich', 'malt', 'fig', 'jam', 'salted_butter', 'mineral', 'milky_coffee', 'blueberry', 'hibiscus']"
7411,Macduff 1997 (bottled 2017) (cask 5869) - Samaroli,299.81,Highland Whisky,Macduff,Samaroli,,43.0,,,,,,,,,,,,,,,"['sweet', 'malt', 'apricot', 'nectarine', 'juice', 'thyme', 'prickle', 'nutmeg', 'check', 'honeyed', 'oak', 'leaf', 'tobacco', 'coat', 'raw', 'cocoa_powder', 'red_wine', 'gum', 'nutty', 'brown_bread', 'long', 'subtly', 'menthol', 'backdrop']"
7412,Orkney 12 Year Old 2006 - North Star Spirits,63.0,Scotch Whisky,North Star Spirits,North Star Spirits,12.0,57.8,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['delicious', 'chocolate_brownie', 'rye_bread', 'apple', 'fruit', 'apple', 'butter', 'corn', 'cob', 'cookie_dough', 'fry', 'banana', 'driftwood', 'alpine_herb']"
7413,Edradour 10 Year Old 2007 Bourbon Cask Matured Natural Cask Strength - Ibisco Decanter,79.29,Highland Whisky,Edradour,Signatory,10.0,60.9,,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['oak', 'kumquat', 'turkish_delight', 'lemon', 'peel', 'roasted', 'almond', 'banana', 'sawdust', 'kick', 'clove', 'vanilla', 'grape', 'sweet']"
7414,Ardbeg 13 Year Old 2005 (cask 700192) - Chieftain's (Ian Macleod),,Islay Whisky,Ardbeg,Ian Macleod,13.0,54.8,,True,,,,,,,,,,,,,"['pepper', 'malt', 'sea_salt', 'caraway', 'cinnamon', 'smoky_bacon', 'crisp', 'brown_sugar', 'earth', 'good_helping', 'oak', 'right', 'finish']"
7415,Dalmore 27 Year Old 1990 (cask 252) - Mackillop's Choice,343.92,Highland Whisky,Dalmore,Mackillop's,27.0,54.6,False,True,,,,,,,,,,,,,"['sweet', 'fruit', 'winter', 'berry', 'passion_fruit', 'peach', 'freshly', 'bread', 'exotic_spice', 'slightly', 'pepper', 'oak', 'toffee', 'seville_orange', 'zest', 'lead', 'malt', 'cereal', 'cream', 'vanilla', 'fudge', 'blackcurrant', 'rich', 'coffee_bean', 'praline', 'chocolate', 'beauty', 'backdrop', 'long', 'confident', 'vary', 'suggestion', 'tangerine', 'chocolate', 'turkish_delight', 'marzipan']"
7416,Ledaig 19 Year Old 1997 (cask 632) (Rest & Be Thankful),119.9,Island Whisky,Tobermory,Rest & Be Thankful Whisky Co.,19.0,51.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['dust', 'oak', 'heavy', 'smoke', 'earth', 'barley', 'tarry_rope', 'salt', 'pepper', 'cracker', 'apricot', 'quince', 'sea_salt', 'cumin', 'caraway']"
7417,Strathmill 26 Year Old 1990 (cask 998319) - Dimensions (Duncan Taylor),,Speyside Whisky,Strathmill,Duncan Taylor,26.0,52.9,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['sweet', 'heather', 'red', 'liquorice', 'buttered', 'malt_loaf', 'cinnamon', 'ginger', 'quince_jam', 'blackberry', 'apricot', 'good', 'stout', 'chew', 'walnut', 'fig', 'cacao', 'powder']"
7418,Mortlach 9 Year Old 2008 (casks 800058 & 800061) - Cask Strength Collection (Signatory),78.91,Speyside Whisky,Mortlach,Signatory,9.0,59.5,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['vanilla_pod', 'earth', 'cumin_powder', 'orange', 'clove', 'fiery', 'cinnamon', 'butter', 'rye', 'peanut_brittle', 'red_chilli', 'flake', 'milk_chocolate']"
7419,Ardbeg 12 Year Old 2005 - North Star Spirits,,Islay Whisky,Ardbeg,North Star Spirits,12.0,51.9,,,,,,,,,,,,,,,"['salted_butter', 'slightly', 'rye_bread', 'kipper', 'white', 'chocolate', 'caramel', 'seaweed', 'frazzle', 'green_apple', 'smoke', 'black_pepper', 'red_chilli', 'flake']"
7420,Caol Ila 6 Year Old 2012 (cask 1841-300379) - Claxton's,69.97,Islay Whisky,Caol Ila,Claxton's,6.0,57.2,,True,,,,,,,,,,,,,"['peanut_shell', 'lemon_zest', 'sea_salt', 'nutmeg', 'salted_butter', 'oatcake', 'banana', 'bringing', 'sweet', 'dr', 'smoke', 'camphor']"
7421,Tobermory 9 Year Old 2009 (bottled 2018) - Strictly Limited (Càrn Mòr),48.1,Island Whisky,Tobermory,Carn Mor,9.0,46.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['marmalade', 'menthol', 'coastal_air', 'salted_butter', 'peanut_shell', 'apricot', 'underneath', 'soft', 'barley', 'wave', 'vanilla_pod', 'earth']"
7422,Bladnoch 16 Year Old 1992 (Murray McDavid),,Lowland Whisky,Bladnoch,Murray McDavid,16.0,46.0,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"['sweet', 'soft', 'bread', 'butter', 'pudding', 'warm', 'ginger', 'syrup', 'plenty', 'rich', 'juicy', 'sultanas', 'wine_like', 'port', 'fact', 'honey', 'cantaloupe_melon', 'black_pepper', 'ground', 'ginger', 'allspice', 'cow', 'parsley', 'sweet', 'cream', 'finish', 'mouth', 'perfect', 'dessert', 'whisky', 'redcurrant', 'trail']"
7423,Benriach 22 Year Old Dunder - Peated,183.45,Speyside Whisky,Benriach,Benriach,22.0,46.0,False,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"['rich', 'barbecued', 'pineapple', 'apricot', 'caramel', 'shortbread', 'vanilla', 'marzipan', 'rum', 'spice', 'grass', 'wood', 'smoke', 'sweet', 'barley', 'earthy_peat', 'banoffee_pie', 'sweet', 'cereal', 'sprinkle', 'ginger', 'delightfully', 'crystallised', 'brown_sugar', 'surprising', 'light', 'coconut', 'fade']"
7424,Clynelish 24 Year Old (That Boutique-y Whisky Company),246.47,Highland Whisky,Clynelish,That Boutique-y Whisky Company,24.0,49.7,,,,,,,,,,,,,,,"['subtle', 'citrus', 'sugared', 'nut', 'caraway', 'wax', 'peel', 'almond', 'butter', 'sponge_cake', 'toasted', 'brown_bread', 'cinnamon', 'candle', 'wax', 'grass']"
7425,Springbank 25 Year Old (That Boutique-y Whisky Company),,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,25.0,53.3,,,,,,,,,,,,,,,"['helping', 'juicy', 'red_berry', 'sweet', 'sugar', 'digestive_biscuit', 'dark_chocolate', 'dry', 'earth', 'oatcake', 'blackberry', 'sorbet', 'sloe_berry', 'meat', 'charcoal', 'pine_resin', 'oily_hop', 'clove', 'ash', 'fresh', 'strawberry']"
7426,Springbank 25 Year Old (That Boutique-y Whisky Company),,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,25.0,53.3,,,,,,,,,,,,,,,"['helping', 'juicy', 'red_berry', 'sweet', 'sugar', 'digestive_biscuit', 'dark_chocolate', 'dry', 'earth', 'oatcake', 'blackberry', 'sorbet', 'sloe_berry', 'meat', 'charcoal', 'pine_resin', 'oily_hop', 'clove', 'ash', 'fresh', 'strawberry']"
7427,Springbank 25 Year Old (That Boutique-y Whisky Company),320.99,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,25.0,47.6,,,,,,,,,,,,,,,"['woodsmoke', 'snake', 'jammy', 'dark', 'fruit', 'sweet', 'barley', 'bitter', 'bark', 'array', 'interesting', 'ham', 'christmas_cake', 'spice', 'rancio', 'citrus', 'peel', 'mint', 'chocolate', 'ice_cream', 'zest', 'lime', 'marmalade', 'ginger', 'heather_honey', 'old', 'apple', 'plenty', 'funk', 'damp', 'earth', 'malt', 'cream', 'hazelnut', 'leather', 'flicker', 'ginger', 'nutmeg', 'spice', 'wet_rock', 'tobacco_leaf', 'dr', 'earth']"
7428,Springbank 25 Year Old (That Boutique-y Whisky Company),320.99,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,25.0,47.6,,,,,,,,,,,,,,,"['woodsmoke', 'snake', 'jammy', 'dark', 'fruit', 'sweet', 'barley', 'bitter', 'bark', 'array', 'interesting', 'ham', 'christmas_cake', 'spice', 'rancio', 'citrus', 'peel', 'mint', 'chocolate', 'ice_cream', 'zest', 'lime', 'marmalade', 'ginger', 'heather_honey', 'old', 'apple', 'plenty', 'funk', 'damp', 'earth', 'malt', 'cream', 'hazelnut', 'leather', 'flicker', 'ginger', 'nutmeg', 'spice', 'wet_rock', 'tobacco_leaf', 'dr', 'earth']"
7429,Arran James MacTaggart 10th Anniversary Edition,74.48,Island Whisky,Arran,Arran,10.0,54.2,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['green_apple', 'ripe', 'nectarine', 'freshly', 'caramel', 'crack_black', 'pepper', 'intriguing', 'waft', 'curry', 'spice', 'cream', 'soda', 'orange', 'oil', 'salt', 'cardamom', 'grapefruit', 'rye', 'like', 'herbaceous', 'spice', 'yellow_plum', 'sweet']"
7430,Speyburn 8 Year Old 2008 (cask 11785) - Provenance (Douglas Laing),38.57,Highland Whisky,Speyburn,Douglas Laing,8.0,46.0,False,,,,,,,,,,,,,,"['liquorice', 'fennel', 'depth', 'multiple', 'citrus_zest', 'dry', 'chew', 'oak', 'almond', 'pastry', 'gentle', 'biscuit', 'custard', 'orange_peel', 'sweet', 'initially', 'plenty', 'cereal', 'malt', 'underneath', 'long', 'lot', 'cream', 'vanilla', 'spice']"
7431,Bowmore 27 Year Old 1991 (cask 22121) - Celebration Of The Cask (Càrn Mòr),315.32,Islay Whisky,Bowmore,Carn Mor,27.0,41.8,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['milky_coffee', 'vanilla_tablet', 'walnut_loaf', 'clove', 'nutmeg', 'tarry_rope', 'floral', 'malt', 'whiff', 'vanilla_pod', 'earth', 'peat', 'smoke', 'dark_chocolate', 'grass', 'peat', 'bitter', 'brown_sugar', 'thyme']"
7432,Aberlour A'Bunadh Batch 22,,Speyside Whisky,Aberlour,Aberlour,,59.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['big', 'body', 'oloroso', 'vanilla', 'spice', 'citrus', 'perfume', 'thick', 'grape', 'vanilla', 'peel', 'marmalade', 'bruised', 'fruit', 'dr', 'fruit', 'long']"
7433,Benrinnes 19 Year Old 1997 (cask 13272) - Old Malt Cask (Hunter Laing),94.22,Speyside Whisky,Benrinnes,Hunter Laing,19.0,50.0,,,,,,,,,,,,,,,"['melon', 'mango', 'layer', 'sugar', 'fudge', 'black_pepper', 'mid', 'poached_pear', 'barley', 'sea_salt', 'heavy', 'cream', 'vanilla', 'tablet']"
7434,Bunnahabhain 9 Year Old 2008 Mòine Bordeaux Cask Matured,79.06,Islay Whisky,Bunnahabhain,Bunnahabhain,9.0,58.1,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"['chocolate', 'raisin', 'coffee', 'citrus', 'tobacco', 'roasted_coffee', 'bean', 'booze', 'red_berry', 'whiff', 'sea_spray', 'earth', 'smoke', 'strawberry', 'orange']"
7435,The Wolf of Badenoch 12 Year Old,,Scotch Whisky,North of Scotland,North of Scotland,12.0,43.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['fragrant', 'fruit', 'plum', 'prune', 'plum_wine', 'violet', 'dust', 'toffee', 'sweet', 'fruit', 'vanilla', 'prominent', 'floral', 'sweetpea', 'soft', 'malt', 'fruit', 'tang']"
7436,Fruit and Nut Bake 1996 (bottled 2017) - Wemyss Malts (Glenrothes),116.32,Speyside Whisky,Glenrothes,Wemyss Malts,,46.0,,,,,,,,,,,,,,,"['slightly', 'oil', 'rich', 'cake', 'y', 'sweet', 'chocolate', 'point', 'gingerbread', 'cassia', 'butter', 'heather', 'walnut', 'cedar', 'quince_jam']"
7437,Inchgower 7 Year Old 2008 - Hepburn's Choice (Langside),49.82,Speyside Whisky,Inchgower,Langside Distillers,7.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['honey', 'raspberry', 'strawberry', 'fresh', 'barley', 'cinnamon', 'flour', 'bread', 'roll', 'blackberry', 'dark_chocolate', 'pepper', 'oak', 'sweet', 'stick', 'sherry']"
7438,Tormore 28 Year Old 1988 - The Nectar of the Daily Drams,228.17,Speyside Whisky,Tormore,The Nectar,28.0,48.2,,,,,,,,,,,,,,,"['banana_fritter', 'clove', 'fresh', 'blueberry', 'ginger', 'cinnamon', 'vanilla', 'almond', 'grass', 'sweet', 'finish']"
7439,Auchroisk 20 Year Old 1997 (cask 1843-16381) - Claxton's,104.97,Speyside Whisky,Auchroisk,Claxton's,20.0,52.3,,True,,,,,,,,,,,,,"['pepper', 'sponge_cake', 'sweet', 'balance', 'heat', 'savoury', 'basil', 'oil', 'malt', 'resinous', 'cedar', 'sweet', 'fresh', 'strawberry', 'mango', 'rich', 'honey', 'citrus']"
7440,Littlemill 27 Year Old (That Boutique-y Whisky Company),401.26,Lowland Whisky,Littlemill,That Boutique-y Whisky Company,27.0,46.3,,,,,,,,,,,,,,,"['lot', 'ripe', 'tropical_fruit', 'wood', 'tannin', 'barley', 'sugar', 'buttered', 'bloomer', 'bread', 'cream', 'vanilla', 'lemon_cheesecake', 'initially', 'brown_sugar', 'earth', 'spice', 'oliy', 'nutty', 'finish', 'long', 'sweet', 'menthol', 'herbal']"
7441,Lp9 - Elements of Islay (Laphroaig),200.65,Islay Whisky,Laphroaig,Elements of Islay,,54.3,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['sea_salt', 'kipper', 'dark_chocolate', 'medicinal_peat', 'fresh', 'red', 'fruit', 'brand', 'cherry', 'tcp', 'menthol', 'smoke', 'smoke', 'coastal_air']"
7442,Caol lla 8 Year Old 2010 - Strictly Limited (Càrn Mòr),47.65,Islay Whisky,Caol Ila,Carn Mor,8.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['orange_rind', 'sultana', 'cut_grass', 'earth', 'peat', 'peanut', 'butter', 'barley', 'sesame_seed', 'honeyed_cereal', 'brine', 'camphor', 'mint', 'chocolate']"
7443,Glenburgie 22 Year Old 1995 (cask 6518) - Cask Strength Collection (Signatory),114.6,Speyside Whisky,Glenburgie,Signatory,22.0,60.0,,,,,,,,,,,,,,,"['orange', 'bit', 'marmalade', 'y', 'guava', 'yellow_plum', 'layer', 'vanilla', 'rich', 'barley', 'underneath', 'whiff', 'turkish_delight', 'orange_peel', 'salted_butter', 'pecan', 'beeswax', 'sugared', 'cereal', 'honey']"
7444,Kilchoman Sauternes Cask Finish 2018 Release,85.77,Islay Whisky,Kilchoman,Kilchoman,,50.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['quince', 'jam', 'oatcake', 'grass', 'peat', 'green_apple', 'sweetie', 'apricot', 'bbq', 'pineapple', 'citrus', 'peel', 'baked_earth', 'sea_salt', 'raspberry', 'ginger']"
7445,Port Charlotte PC12 Oilenach Furachail,,Islay Whisky,Bruichladdich,Bruichladdich,12.0,58.7,,,,,,,,,,,,,,,"['mouthcoating', 'date', 'pear', 'lemon_curd', 'brown_sugar', 'porridge', 'nutty', 'smoke', 'citrus', 'blueberry', 'old_fashioned', 'sweet', 'honeycomb', 'malt_loaf', 'plum', 'wine']"
7446,Laphroaig 13 Year Old (That Boutique-y Whisky Company),102.0,Islay Whisky,Laphroaig,That Boutique-y Whisky Company,13.0,49.7,,,,,,,,,,,,,,,"['rich', 'oil', 'white_pepper', 'savoury', 'spice', 'meat', 'apple', 'warm', 'bonfire', 'smoke', 'honeyed', 'sweet', 'salt', 'spray', 'applewood', 'smoke', 'latte', 'fiery', 'wood', 'spice', 'earthy_peat', 'develop', 'prune', 'seville_orange', 'marmalade', 'underneath', 'jalapeño', 'brine', 'wood', 'ember', 'menthol']"
7447,Glenturret 29 Year Old 1989 (cask 232) - Cask Strength Collection (Signatory),152.04,Highland Whisky,Glenturret,Signatory,29.0,42.4,,,,,,,,,,,,,,,"['honey', 'orange_peel', 'vanilla_pod', 'slightly', 'earth', 'part', 'aromatic', 'tobacco', 'sandalwood', 'peanut', 'cinnamon', 'slightly', 'grass', 'almond', 'cigar_box']"
7448,Tomatin Legacy Gift Pack with 2x Glasses,35.42,Highland Whisky,Tomatin,Tomatin,,43.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['cracked', 'pepper', 'sweet', 'barley', 'pineapple', 'cube', 'sweet', 'wave', 'warming', 'oak', 'beneath', 'lemon', 'panatella', 'pine', 'forest', 'slightly', 'green', 'vanilla', 'sweet']"
