,name,palate_tokenized,nose_tokenized,finish_tokenized,price,region,distillery,bottler,age,ABV,chill_filter,cask_strength,maturation_bourbon,maturation_brandy,maturation_marsala,maturation_oak,maturation_port,maturation_red wine,maturation_rum,maturation_rye,maturation_sauternes,maturation_sherry,maturation_white wine,maturation_wine
6464,Glen Garioch 1994 - Batch 32,"['oil', 'slightly', 'lot', 'floral', 'vanilla', 'peach', 'melba', 'citrus', 'nutella']","['sweet', 'biscuit', 'custard', 'winter_spice', 'oak', 'manuka_honey', 'gingernut', 'smidgen', 'smoke']","['good_length', 'floral', 'peat', 'tail']",,Highland Whisky,Glen Garioch,Glen Garioch,,53.9,,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6465,Bunnahabhain Heavily Peated 6 Year Old 2006 (cask 800095) - (Berry Bros & Rudd),"['peat', 'bit', 'pepper', 'fruit']","['earthy_peat', 'smoke', 'tobacco']","['peat', 'fairly']",,Islay Whisky,Bunnahabhain,Berry Brothers and Rudd,6.0,58.2,,,,,,,,,,,,,,
6466,Royal Lochnagar 14 Year Old 1997 - Old Malt Cask (Douglas Laing),"['peach_nectar', 'tarte', 'tatin', 'custard', 'toffee', 'brittle', 'black_pepper']","['baked', 'pear', 'nutmeg', 'cinnamon', 'honey', 'sultanas', 'vanilla']","['long', 'herbal']",,Highland Whisky,Lochnagar,Douglas Laing,14.0,50.0,,,,,,,,,,,,,,
6467,Edradour 2003 Sauternes Cask Matured - Batch 2,"['thick', 'plenty', 'sweet', 'wine', 'influence', 'tropical_fruit', 'warming', 'oak']","['sweet', 'fruit', 'bread', 'sultanas', 'peach', 'blossom', 'caramel']","['crisp', 'oak', 'toffee']",,Highland Whisky,Edradour,Edradour,,46.0,,,,,,,,,,,,,,
6468,Clynelish 15 Year Old - Single Cask (Master of Malt),"['mouth', 'dram', 'tropical_fruit', 'flavour', 'notably', 'melon', 'mango', 'peach', 'sweet']","['stem_ginger', 'wax', 'fruit', 'aroma', 'initially', 'fresh', 'lemon', 'orange', 'ripe', 'pear', 'apricot', 'time_glass']","['fruit_salad', 'peach', 'lychee', 'raspberry', 'apricot', 'delicious']",,Highland Whisky,Clynelish,Master of Malt,15.0,56.1,,,,,,,,,,,,,,
6469,Dailuaine 14 Year Old 1998 - Dimensions (Duncan Taylor),"['cinnamon', 'malt', 'rum_like', 'lavender', 'black_pepper', 'interesting']","['apple', 'peel', 'orange_zest', 'marmalade', 'gingerbread', 'marzipan', 'pepper']","['almond', 'finish', 'cream', 'nutty']",,Speyside Whisky,Dailuaine,Dailuaine,14.0,46.0,,,,,,,,,,,,,,
6470,Blair Athol 21 Year Old 1990 - Old Malt Cask (Douglas Laing),"['huge', 'golden_syrup', 'orange', 'tart', 'cinnamon', 'fruit', 'melange']","['cherry', 'pie', 'hot', 'oven', 'ripe', 'fruit', 'sultanas', 'vanilla']","['long', 'hot_cross', 'buns', 'peppermint']",,Highland Whisky,Blair Athol,Douglas Laing,21.0,50.0,,,,,,,,,,,,,,
6471,Allt-á-Bhainne 15 Year Old 1996 Cask 8216 - Old Malt Cask (Douglas Laing),"['butterscotch', 'fruit', 'apple', 'peel', 'digestive_biscuit', 'caramel']","['baked', 'fruit', 'mixed_peel', 'cream', 'vanilla', 'allspice', 'toffee']","['caramelised', 'finish', 'mixed_nut', 'spice']",,Speyside Whisky,Allt-á-Bhainne,Douglas Laing,15.0,50.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6472,Bladnoch 10 Year Old - Distillery Label,"['biscuit', 'dry', 'toast', 'oak', 'mixed_peel']","['fruit', 'caramel', 'grape', 'corn', 'sweet', 'linseed_oil']","['soft', 'sweet', 'finish', 'medium_length']",,Lowland Whisky,Bladnoch,Bladnoch,10.0,46.0,,,,,,,,,,,,,,
6473,Glenfarclas 1955 Family Cask,"['thick', 'warming', 'meat', 'charcoal', 'mixed', 'fruit', 'dark', 'toffee', 'slightly_herbal']","['aromatic', 'slightly', 'astringent', 'herbal', 'eucalyptus', 'oil', 'toffee', 'acetone', 'dark_chocolate', 'espresso']","['long', 'robust', 'big', 'oak']",,Speyside Whisky,Glenfarclas,Glenfarclas,,46.1,,,,,,,,,,,,,,
6474,Clynelish 19 Year Old 1995 (cask 932013) - Single Malts of Scotland (Speciality Drinks),"['caramel', 'malted_milk', 'biscuit', 'citrus', 'milk', 'allspice']","['cream', 'wax', 'good', 'start', 'green_apple', 'skin', 'flesh', 'honeyed', 'orchard_fruit']","['wax', 'caramel', 'spice']",,Highland Whisky,Clynelish,The Single Malts of Scotland,19.0,57.8,,,,,,,,,,,,,,
6475,Macallan The Gallery - Annie Leibovitz (Masters of Photography),"['sweet', 'dry', 'fruit', 'nutmeg', 'cinnamon', 'roasted_coffee', 'bean']","['chocolate', 'orange', 'pot', 'pourii', 'date', 'rich', 'character']","['dr', 'rich', 'finish', 'long', 'time']",,Speyside Whisky,The Macallan,The Macallan,,56.6,,,,,,,,,,,,,,
6476,Aberlour A'Bunadh Batch 45,"['raisin', 'ginger', 'prune', 'macchiato', 'rich', 'oak']","['terrific', 'sherry', 'orange_rind', 'toasted', 'raisin', 'cocoa']","['allspice', 'cocoa', 'corinth', 'raisin']",,Speyside Whisky,Aberlour,Aberlour,,60.2,False,True,,,,,,,,,,,,
6477,Aultmore 7 Year Old 2008 (cask 11064) - Provenance (Douglas Laing),"['herbal', 'malt', 'red_berry', 'sticky_toffee', 'pudding']","['sherry', 'sweet', 'right_start', 'raisin', 'plum', 'plenty', 'brown_sugar']","['wine_like', 'sweet', 'long', 'finish']",,Speyside Whisky,Aultmore,Douglas Laing,7.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6478,Bladnoch 9 Year Old 2002 - Distillery Label (46.00%),"['acacia_honey', 'sweet', 'smooth', 'cream', 'body']","['barley', 'sugar', 'field', 'hay', 'vanilla_pod', 'allspice']","['reasonably', 'long', 'beeswax', 'cream']",,Lowland Whisky,Bladnoch,Bladnoch,9.0,46.0,,,,,,,,,,,,,,
6479,Jura 15 Year Old 2000 (cask 2285) - Celebration Of The Cask (Càrn Mòr),"['rolos', 'sea_salt', 'apple', 'blackcurrant', 'crumble', 'raspberry', 'vanilla']","['orange', 'blossom', 'fresh', 'cereal', 'almond']","['peppered', 'oak', 'cinnamon']",,Island Whisky,Jura,Carn Mor,15.0,55.3,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6480,Bunnahabhain 22 Year Old 1989 - Dimensions (Duncan Taylor),"['mix', 'tarry', 'treacle', 'fruit', 'melange', 'strawberry', 'yoghurt', 'golden_syrup', 'malt', 'backdrop', 'soft', 'smoke']","['fruit', 'redcurrant', 'manuka_honey', 'pepper', 'nutmeg', 'soft', 'coastal', 'old_rope']","['fruit', 'spiced', 'finish', 'good_length']",,Islay Whisky,Bunnahabhain,Duncan Taylor,22.0,49.1,,,,,,,,,,,,,,
6481,Tullibardine 18 Year Old 1991 - Old Malt Cask (Douglas Laing),"['juicy', 'barley', 'floral', 'orange_zest', 'caramel']","['fruit', 'fresh', 'barley', 'malt', 'cinnamon', 'nutmeg', 'toast', 'oak']","['finish', 'cinnamon', 'clove']",,Highland Whisky,Tullibardine,Douglas Laing,18.0,50.0,,,,,,,,,,,,,,
6482,Bladnoch 19 Year Old 1993 (casks 759+766) - (Signatory),"['sweet', 'wood', 'spice', 'nutmeg', 'mixed_peel', 'raspberry', 'ripple', 'ice_cream']","['cream', 'digestive', 'warm', 'citrus', 'aromatic', 'grass']","['fruit_salad', 'ginger', 'citrus', 'oak']",,Lowland Whisky,Bladnoch,Signatory,19.0,43.0,,,,,,,,,,,,,,
6483,Edradour 1999 Natural Cask Strength (cask 292) - Ibisco Decanter,"['red_berry', 'plump', 'practically', 'juice', 'nutty']","['jammy', 'red', 'fruit', 'sticky_toffee', 'almond']",['finish'],,Highland Whisky,Edradour,Edradour,14.0,58.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6484,Aberfeldy 1996 - Connoisseurs Choice (Gordon and MacPhail),"['chocolate', 'chilli', 'spice', 'fancy', 'chocolate', 'kiwis', 'grape', 'awesome', 'whisky']","['floral', 'yummy', 'plummy', 'fruit']","['medium_length', 'finish']",,Highland Whisky,Aberfeldy,Gordon & MacPhail,,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6485,Auchentoshan 16 Year Old - Duthies (WM Cadenhead),"['gentle', 'spice', 'thick', 'sweet', 'vanilla']","['aromatic', 'vanilla', 'malt', 'sourdough', 'apple', 'toffee']","['simple', 'easy', 'sweet', 'grass']",,Lowland Whisky,Auchentoshan,WM Cadenhead,16.0,46.0,False,,,,,,,,,,,,,
6486,Lagavulin 37 Year Old 1976 (2013 Special Release),"['mossy', 'peanut', 'rich', 'hazelnut', 'dirty', 'smoke']","['oil', 'peanut']","['toasted', 'pine', 'nut', 'ash']",,Islay Whisky,Lagavulin,Lagavulin,37.0,51.0,,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6487,Tomatin 21 Year Old 1994 (cask 11258) - Chapter 7,"['sweet', 'fruit', 'tropical', 'point', 'christmas', 'spice', 'later']","['light', 'elegant', 'sweet', 'citrus', 'gooseberry', 'bread', 'farmhouse', 'butter', 'later']","['lemon', 'black_pepper']",,Highland Whisky,Tomatin,Chapter 7,21.0,53.4,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6488,Imperial 16 Year Old 1995 - The Octave (Duncan Taylor),"['thick', 'gingerbread', 'toasted', 'almond', 'nut', 'syrup', 'pecan_pie', 'ripe', 'apple']","['grass', 'green', 'zest', 'tang', 'vanilla', 'black_olive', 'exotic_spice']","['long', 'ginger', 'moreish']",,Speyside Whisky,Imperial,Duncan Taylor,16.0,49.3,False,True,,,,,,,,,,,,
6489,Tomintoul 21 Year Old 1989 Cask 6845 - Old Malt Cask (Douglas Laing),"['game', 'y', 'aromatic', 'vanilla', 'cream', 'marmalade', 'caramelised', 'sugar']","['spice', 'citrus', 'zest', 'compote', 'summer', 'fruit', 'granary_toast']","['spice', 'barley', 'sugar']",,Speyside Whisky,Tomintoul,Douglas Laing,21.0,50.0,,,,,,,,,,,,,,
6490,Glenrothes 8 Year Old 2004 (cask 9212) - Provenance (Douglas Laing),"['zest', 'beauty', 'sherry', 'dark_chocolate', 'cream', 'caramel', 'oak']","['deep', 'spice', 'butterscotch', 'beeswax']","['long', 'oak', 'finish', 'pipe_tobacco', 'spice']",,Speyside Whisky,Glenrothes,Douglas Laing,8.0,46.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6491,Balblair 1975 - 2nd Release,"['butter', 'toast', 'entry', 'black_pepper', 'stone_fruit', 'mixed_peel', 'allspice']","['hay', 'toffee', 'apple', 'fresh', 'blossom', 'apple', 'peel', 'allspice', 'sweet', 'cinnamon']","['long', 'butter', 'spiced', 'finish', 'cassia', 'bark', 'tail']",,Highland Whisky,Balblair,Balblair,,46.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6492,Glencadam 1990 - Connoisseurs Choice (Gordon & Macphail),"['sweet', 'vanilla', 'cinnamon', 'nutmeg']","['glencadam', 'particularly', 'aromatic', 'tulip', 'violet', 'basil', 'oregano']","['finish', 'cream', 'mixed', 'spice', 'rhubarb']",,Highland Whisky,Glencadam,Gordon & MacPhail,,43.0,,,,,,,,,,,,,,
6493,Balblair 35 Year Old 1964 - Lost Bottlings Series (Master of Malt),"['lemon_drizzle', 'cake', 'fresh', 'zest', 'malty_core', 'solid', 'backbone', 'dram', 'spice']","['sweet', 'vanilla', 'black_pepper', 'freshly', 'bread', 'cookie_dough', 'ice_cream', 'seed', 'cake', 'lemon', 'juice']","['long', 'finish', 'cream', 'vanilla', 'parma', 'violets', 'bourbon', 'barrel_char', 'firm', 'oak']",,Highland Whisky,Balblair,Master of Malt,35.0,43.1,,True,,,,,,,,,,,,
6494,Tormore 20 Year Old 1995 (cask 3905 & 3906) (Signatory),"['caramel', 'honey', 'juicy', 'red_berry']","['sweet', 'oak', 'y', 'spice', 'zest', 'citrus', 'peel']",['ginger'],,Speyside Whisky,Tormore,Signatory,20.0,43.0,,,,,,,,,,,,,,
6495,Glenfarclas 1977 Family Cask,"['honeycomb', 'sweet', 'spice', 'sauternes', 'cereal', 'cream', 'sherry']","['butter', 'honey', 'granary_toast', 'gentle', 'sherry', 'spice']","['abrupt', 'explosive', 'oak', 'smoke', 'vanilla', 'milkshake']",,Speyside Whisky,Glenfarclas,Glenfarclas,,59.0,,,,,,,,,,,,,,
6496,Port Ellen 34 Year Old 1978 - 13th Release (2013 Special Release),"['boom', 'big', 'green', 'edge', 'tropical_fruit', 'cream', 'smoke']","['olive', 'brine', 'moss', 'peat', 'thyme', 'tarragon', 'ice_cream', 'cork', 'rich', 'wood_smoke', 'fully']","['green', 'fruit']",,Islay Whisky,Port Ellen,Port Ellen,34.0,55.0,,,,,,,,,,,,,,
6497,Glen Moray 17 Year Old 1994 - The Octave (Duncan Taylor),"['honey', 'malt', 'rhubarb', 'hot', 'custard', 'cinnamon', 'nutmeg']","['butter', 'toffee', 'beeswax', 'cocoa', 'black_pepper', 'apple', 'peel', 'honeysuckle', 'baked', 'alaska']","['spiced', 'intense']",,Speyside Whisky,Glen Moray,Duncan Taylor,17.0,52.7,,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6498,Macduff 8 Year Old 2007 (cask 10986) - Provenance (Douglas Laing),"['vanilla', 'cream', 'slowly', 'caramel', 'chew', 'crunchy', 'cereal', 'oak', 'warmth']","['golden', 'malt', 'apple', 'toffee', 'toffee', 'apple', 'prickle', 'oak', 'spice']","['light', 'sweet', 'finish', 'sugar', 'sweet']",,Highland Whisky,Macduff,Douglas Laing,8.0,46.0,,,,,,,,,,,,,,
6499,Glen Moray 19 Year Old 1991 - Old Malt Cask (Douglas Laing),"['apple', 'peel', 'apple', 'pie', 'custard', 'finally', 'grass', 'character']","['floral', 'custard', 'butter', 'time_glass']","['hay', 'butter', 'fudge', 'close', 'dram']",,Speyside Whisky,Glen Moray,Douglas Laing,19.0,50.0,False,,,,,,,,,,,,,
6500,Fettercairn 16 Year Old 1995 (casks 405+406) - Cask Strength Collection (Signatory),"['herbal', 'tang', 'good', 'sweet', 'lot', 'cinnamon', 'rubber', 'caramel', 'sweet', 'black', 'coffee']","['good', 'sweet', 'fruit', 'tad', 'rubber', 'malt', 'salty_butter', 'pepper', 'apple', 'wood', 'meat']","['parsley', 'prune', 'date', 'pine']",,Highland Whisky,Fettercairn,Signatory,16.0,59.9,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6501,Glen Keith - Batch 2 (That Boutique-y Whisky Company),"['sweet', 'pea', 'batch', 'time', 'home', 'clotted_cream', 'crunchy', 'cereal', 'awesome', 'core', 'oak']","['thick', 'butter', 'pancake', 'nine', 'raspberry', 'apple_slice', 'almond', 'smidgeon', 'smoke', 'minute']","['final_flourish', 'barley', 'sugar', 'sweet', 'golden_syrup', 'probably', 'pancake']",,Speyside Whisky,Glen Keith,That Boutique-y Whisky Company,,44.0,,,,,,,,,,,,,,
6502,Glenlivet 23 Year Old 1989 (cask 13611) - Rare Select (Montgomerie's),"['nutmeg', 'cream', 'vanilla', 'toasted', 'wood', 'chip']","['oak', 'hazelnut', 'greengage', 'honey', 'pear_drop', 'grass']","['gentle', 'oak', 'barley', 'latte']",,Speyside Whisky,The Glenlivet,Montgomerie's,,46.0,False,,,,,,,,,,,,,
6503,Springbank CV,"['big', 'dark', 'sugar', 'fruit', 'lot', 'coastal', 'character', 'surge', 'smoke']","['toffee', 'sweet', 'lot', 'fruit', 'plenty', 'smoke', 'nutty', 'marzipan', 'citrus', 'coastal', 'faint', 'sulphur', 'unpleasant']","['oak', 'intent', 'long']",,Campbeltown Whisky,Springbank,Springbank,,46.0,,,,,,,,,,,,,,
6504,Isle Of Jura Origin 10 Year Old Gift Pack with 2x Glasses,"['thick', 'cereal', 'time', 'barley', 'fudge', 'sweet', 'cream', 'smooth', 'aniseed']","['fresh', 'damp', 'hay', 'soft', 'malt', 'cereal', 'peat', 'gentle', 'oak', 'arak', 'blossom', 'tone']","['long', 'peppy', 'winter_spice']",,Island Whisky,Jura,Jura,10.0,40.0,,,,,,,,,,,,,,
6505,Glen Grant 31 Year Old 1964 - Lost Bottlings Series (Master of Malt),"['beauty', 'sherry', 'core', 'nutmeg', 'cinnamon', 'clove', 'thick', 'berry', 'fruit', 'banana_chip', 'malt']","['sherry', 'thick', 'aroma', 'cabernet', 'sauvignon', 'cassis', 'fresh', 'plum', 'baking_spice']","['long', 'apricot', 'cocoa', 'dark_chocolate', 'tawny', 'port', 'match']",,Speyside Whisky,Glen Grant,Master of Malt,31.0,45.8,,,,,,,,,,,,,,
6506,Linkwood 15 Year Old 1996 - Batch 0001 - Dimensions (Duncan Taylor),"['orange', 'apple', 'juice', 'custard', 'toasted', 'oak', 'nutmeg', 'allspice']","['aromatic', 'malt', 'sweet', 'sweet', 'demerara_sugar', 'custard']","['medium', 'finish', 'apple', 'pie', 'vanilla']",,Speyside Whisky,Linkwood,Duncan Taylor,15.0,46.0,False,True,,,,,,,,,,,,
6507,Caperdonich 19 Year Old - Lady of the Glen (Hannah Whisky Merchants),"['fairly', 'warm', 'cinnamon', 'oak', 'fresh', 'fruit', 'apple', 'lemon']","['cream', 'soft', 'lime', 'honey', 'overarching', 'oak']","['nutty', 'sweet']",,Speyside Whisky,Caperdonich,Hannah Whisky Merchants,,54.0,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6508,Highland Park 1998 (cask 8017) - Japan Exclusive,"['caramel', 'juicy', 'marmalade', 'cocoa']","['richly', 'sherry', 'corinth_raisin', 'heather', 'bitter', 'caramel']","['chocolate', 'sesame', 'toast', 'clove']",,Island Whisky,Highland Park,Highland Park,15.0,60.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6509,Longmorn 21 Year Old 1991 - Old Malt Cask (Douglas Laing),"['spiced', 'toffee', 'grist', 'sugar', 'sultana', 'walnut']","['elderberries', 'acacia_honey', 'black_pepper', 'peach_nectar', 'toffee']","['cedar', 'cinnamon']",,Speyside Whisky,Longmorn,Douglas Laing,21.0,50.0,,,,,,,,,,,,,,
6510,Royal Brackla 4 Year Old 2011 (cask 939429) - The Octave (Duncan Taylor),"['rounded', 'caramel', 'apricot', 'mellow', 'sweet']","['fruit_salad', 'sweet', 'lot', 'barley', 'cedar', 'wet', 'earth']","['salt', 'pepper', 'crisp', 'light', 'almond']",,Speyside Whisky,Brackla,Duncan Taylor,4.0,52.5,,,,,,,,,,,,,,
6511,Littlemill 21 Year Old 1991 - Old Malt Cask (Douglas Laing),"['cream', 'vanilla', 'granary_toast', 'black_forest', 'honey']","['allspice', 'lemon_curd', 'mixed_peel', 'fruit', 'barley', 'grist']","['long', 'herbal', 'finish', 'malt']",,Lowland Whisky,Littlemill,Douglas Laing,21.0,50.0,,,,,,,,,,,,,,
6512,Edradour 10 Year Old 2006 (cask 231) - Un-Chillfiltered (Signatory),"['soft', 'raisin', 'vanilla_pod', 'sweet', 'citrus', 'leather']","['orange_peel', 'walnut', 'madeira_cake']","['cigar_box', 'christmas', 'spice', 'damson']",,Highland Whisky,Edradour,Signatory,10.0,46.0,False,,,,,,,,,,,,,
6513,Highland Park - Batch 1 (That Boutique-y Whisky Company),"['nutty', 'fruitcake', 'dark_chocolate', 'oak', 'malt', 'hoppy']","['complex', 'initially', 'floral', 'way', 'cream', 'beeswax', 'salted_butter', 'orange', 'balsamic', 'red', 'currant', 'leather', 'water', 'characteristic', 'heather', 'smoke', 'fore', 'coriander', 'manuka_honey']","['soft', 'oak', 'finish', 'gentle', 'smoke', 'jasmine']",,Island Whisky,Highland Park,That Boutique-y Whisky Company,,44.7,,,,,,,,,,,,,,
6514,Glen Ord 16 Year Old 1997 (cask 9954) - Old Particular (Douglas Laing),"['peach', 'possibly', 'polish', 'cream', 'developing', 'citrus', 'lychee', 'dark', 'fruit']","['intriguing', 'oil', 'cheese', 'powder', 'bonbon', 'sweet', 'hard', 'peach', 'wooden', 'bowl']","['blackcurrant', 'smoke', 'fact', 'slight', 'vein', 'especially', 'water']",,Highland Whisky,Glen Ord,Douglas Laing,16.0,48.4,False,,,,,,,,,,,,,
6515,Glenrothes - Batch 1 (That Boutique-y Whisky Company),"['wave', 'golden_syrup', 'honey', 'amber', 'wave', 'ginger', 'allspice']","['sweet', 'gingerbread', 'man', 'good', 'old', 'day', 'got', 'treat', 'instead', 'soft', 'blueberry', 'honey', 'orange_zest', 'barley']","['long', 'dr', 'finish', 'rich', 'barley']",,Speyside Whisky,Glenrothes,That Boutique-y Whisky Company,,47.9,,,,,,,,,,,,,,
6516,Ardmore 16 Year Old 1996 Cask 8020 - Old Malt Cask (Douglas Laing),"['oil', 'big', 'wood', 'smoke', 'pepper']","['wood_ash', 'meat', 'gingernut', 'barley', 'allspice']","['citrus', 'finish', 'wood', 'ash', 'tail']",,Highland Whisky,Ardmore,Douglas Laing,16.0,50.0,,,,,,,,,,,,,,
6517,Macallan - Batch 3 (That Boutique-y Whisky Company),"['pear', 'juice', 'sweet', 'normandy', 'cider', 'allspice', 'thick', 'biscuit', 'malt', 'toasted', 'barley', 'vanilla', 'ice_cream']","['rich', 'malt', 'toffee', 'apple', 'brandy_snap', 'treacle', 'rich', 'winter_spice', 'pepper', 'fruit']","['dried_apricot', 'cream', 'caramel', 'mixed', 'peel', 'spice']",,Speyside Whisky,The Macallan,That Boutique-y Whisky Company,,43.4,,,,,,,,,,,,,,
6518,Springbank Batch 1 (That Boutique-y Whisky Company),"['oak', 'fore', 'development', 'salted_butter', 'sweet', 'plume', 'peat_smoke', 'fruit']","['oil', 'surge', 'beauty', 'heather_root', 'soft', 'peat', 'ember', 'plenty', 'honey', 'sweet']","['long', 'butter', 'finish', 'dark', 'caramel', 'heather']",,Campbeltown Whisky,Springbank,That Boutique-y Whisky Company,,54.6,,,,,,,,,,,,,,
6519,Kilchoman 5 Year Old 2008 - Single Cask (Master of Malt),"['thick', 'golden', 'barley', 'anise', 'rich', 'sweet', 'peat']","['custard', 'peat', 'lemon', 'butter', 'pancake', 'blueberry', 'double_cream', 'black', 'jacks', 'water', 'ash', 'duchess', 'potato', 'swirl', 'gummy', 'bear']","['perfectly', 'seasoned', 'lick', 'barley']",,Islay Whisky,Kilchoman,Master of Malt,5.0,59.6,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6520,Macduff 15 Year Old 1997 - Single Cask (Master of Malt),"['icing_sugar', 'sweet', 'citrussy']","['lemon_zest', 'sugar', 'sponge_cake', 'lemon_drizzle', 'tastic']","['medium_length', 'light']",,Highland Whisky,Macduff,Master of Malt,15.0,56.9,,,,,,,,,,,,,,
6521,Edradour 1999 Natural Cask Strength (cask 295) - Ibisco Decanter,"['jammy', 'fruit', 'sherry_cask', 'ginger', 'orange', 'citrus', 'peel']","['sweet', 'red', 'fruit', 'smattering', 'nutty']","['finish', 'hot', 'pepper']",,Highland Whisky,Edradour,Edradour,,58.4,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6522,Ardbeg 1974 Provenance (with Presentation Box),"['oil', 'properly', 'peat', 'cocoa_powder', 'vanilla', 'light', 'brown', 'toast', 'caramel', 'citrus']","['rich', 'peat', 'intense', 'baked', 'apple', 'oak', 'spice', 'cinnamon', 'medicinal']","['ripe', 'fruit', 'oak', 'spice', 'final', 'smoke', 'fantastic', 'excellent', 'whisky']",,Islay Whisky,Ardbeg,Ardbeg,,55.6,,True,,,,,,,,,,,,
6523,Balmenach 30 Year Old 1979 (cask 156) - (Berry Bros. & Rudd),"['thick', 'fruitcake', 'allspice', 'brandy_butter', 'toffee', 'apple', 'cassia', 'smoke']","['rich', 'balanced', 'fresh', 'fruit', 'toasted', 'oak', 'potpourri', 'smoke', 'chocolate', 'brazil_nut']","['winter_spice', 'sherry', 'peel', 'faint', 'smoke', 'tail']",,Speyside Whisky,Balmenach,Berry Brothers and Rudd,30.0,56.3,,True,,,,,,,,,,,,
6524,Glen Moray 23 Year Old 1988 Rare Auld (Duncan Taylor),"['power', 'wood', 'pepper', 'taste', 'cinnamon', 'nutmeg', 'heavy', 'tannin']","['fragrant', 'rosewater', 'grass', 'hot', 'milk', 'sour', 'cream', 'roasted_nut', 'flower']","['medium', 'dr', 'finish']",,Speyside Whisky,Glen Moray,Duncan Taylor,23.0,49.4,False,True,,,,,,,,,,,,
6525,Tormore 17 Year Old 1995 Cask 9036 - Old Malt Cask (Douglas Laing),"['cream', 'vanilla', 'butterscotch', 'cream', 'caramel', 'fruit']","['sweet', 'spice', 'cream', 'vanilla', 'calf_leather', 'barley', 'malt']","['fruit', 'finish', 'toffee']",,Speyside Whisky,Tormore,Douglas Laing,17.0,50.0,,,,,,,,,,,,,,
6526,Arran 12 Year Old Cask Strength Batch 2,"['oil', 'mouth_coating', 'green_apple', 'dark_chocolate', 'coffee_bean']","['good', 'dose', 'sea_spray', 'sweet', 'maple_syrup', 'tropical_fruit']","['succulent', 'dark', 'cherry', 'amazing', 'duo', 'cinnamon', 'nutmeg']",,Island Whisky,Arran,Arran,12.0,53.6,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6527,Littlemill 21 Year Old - Lady of the Glen (Hannah Whisky Merchants),"['pear', 'apple', 'lemon', 'grape', 'oak', 'thick', 'barley']","['complex', 'honey', 'barley', 'pear', 'subtle', 'savour']","['fresh', 'fruit', 'subtle', 'wood', 'spice']",,Lowland Whisky,Littlemill,Hannah Whisky Merchants,21.0,53.6,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6528,Benromach Traditional,"['floral', 'grass', 'heather', 'hedgerow', 'berry', 'butter']","['pine_oil', 'fresh', 'sweet', 'nutty', 'stem_ginger', 'bog', 'myrtle', 'acacia_honey']","['sweet', 'tannin', 'citrus', 'tad', 'stem_ginger', 'zest']",,Speyside Whisky,Benromach,Gordon & MacPhail,,40.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6529,Aultmore 20 Year Old 1991 - Single Cask (Master of Malt),"['fizz', 'syrup', 'chestnut', 'biscotti', 'barley']","['soft', 'german', 'pretzel', 'poppy', 'seed', 'seasoning', 'grapefruit', 'crunchy', 'nut', 'cornflake', 'cookie_dough', 'chestnut']","['long', 'sweet', 'hazelnut']",,Speyside Whisky,Aultmore,Master of Malt,20.0,54.4,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6530,Glenfarclas 1981 Family Cask Release VII,"['tobacco', 'cumin', 'nutmeg', 'tannin', 'mouthfeel']","['cedar_wood', 'fruit', 'tobacco', 'pound', 'hard', 'sweet']","['swift', 'fruit', 'finish', 'candy', 'quickly']",481.57,Speyside Whisky,Glenfarclas,Glenfarclas,,50.8,,,,,,,,,,,,,,
